ID,p_Action,p_Adventure,p_Animation,p_Biography,p_Comedy,p_Crime,p_Documentary,p_Drama,p_Family,p_Fantasy,p_Film-Noir,p_History,p_Horror,p_Music,p_Musical,p_Mystery,p_News,p_Romance,p_Sci-Fi,p_Short,p_Sport,p_Thriller,p_War,p_Western
1,0.10658788766817069,0.09133808287773115,0.021864777134968694,0.02951361107531069,0.37692787412364237,0.11653088754650617,0.03072419723683112,0.5139357789155578,0.059946916363856205,0.0655137549739174,0.011159304241921979,0.020464440535570068,0.07791681451064318,0.02193359989874909,0.0224597663434991,0.058364779655244385,5.014193554295469e-05,0.3129645884457604,0.0486905023231121,0.012532182831100663,0.013495550342210977,0.1728603302351364,0.01759098233690332,0.013758013441301016
4,0.11384384352822752,0.0943606788271169,0.022843254869514062,0.04552434623940796,0.32196668258332883,0.165269502232038,0.034417087628503075,0.5504988098517803,0.06846916228660281,0.059467438280806056,0.009620956973245299,0.02035903846057539,0.08122364136539864,0.021830451852562445,0.01972654253061048,0.05863269737358322,0.00039700913865348033,0.15834466523344715,0.048441911589308724,0.0060015615062484085,0.015119757654269643,0.19336244174633377,0.023795768219907164,0.013547160452844556
5,0.17199463228585127,0.11209984563686985,0.022351890315208327,0.09087367345547936,0.2657419124268308,0.4836914590473335,0.032739653459408935,0.6512090708188305,0.08735436366183029,0.08391707473482407,0.07130586999103948,0.03114181055074671,0.2015677624541883,0.0318333386819363,0.03050235774433835,0.2617203570517446,5.994372038483299e-05,0.2767854483489049,0.07031162685777397,0.01929858794632404,0.028798502613800653,0.4372909644833127,0.030421765446058322,0.01923106087500205
6,0.14566536559437845,0.09441175398992707,0.021922478046035674,0.049060500058248566,0.2777273847969077,0.12288514791683092,0.049813835504513376,0.6081700817910242,0.06302334655715679,0.08674351752014625,0.015747825634183556,0.06614314789866364,0.1350845446558441,0.02662986323879156,0.037222522002855404,0.08639084887288555,1.6612475261683144e-05,0.2424804296774875,0.08906797362705689,0.0058199494435592055,0.024143875252153637,0.29862120291191996,0.06075592623188369,0.018048335461054048
7,0.1837913259382223,0.13510952334739357,0.021054265455902603,0.034804736033151124,0.3624538274010163,0.24256237227304062,0.031005865277877947,0.38286826119012735,0.07564866420311672,0.13619592201027558,0.03874608973184852,0.02573693541442785,0.42519431958053794,0.024234410801488852,0.035154828499483606,0.1182536948705637,4.308104312788438e-05,0.18218000289724634,0.40197318369204543,0.016600496647084864,0.014321397481333523,0.2908291536679875,0.017140805680327366,0.015429101437656325
9,0.11638730946128019,0.0870904952101084,0.024573304718776702,0.03493245081018406,0.38797533299678594,0.14611077803526906,0.0364984942040899,0.5057010545708955,0.0601526034302804,0.0658658955461545,0.010299988853309043,0.025093681841463076,0.10637025437495105,0.023877771499577496,0.021451682988919366,0.05844556201570571,8.181550945937627e-05,0.16212337801604182,0.04841027019181367,0.006313450226655583,0.02156268394118428,0.1940610091350104,0.017576781870631417,0.013492064548805
11,0.19152807721866869,0.19197098949124983,0.03345614471840923,0.06984572615439898,0.3824745836778321,0.1280698513722316,0.4030527317723023,0.4186732868881134,0.11072323718403708,0.09623384691054111,0.012822799241287628,0.07437327785731188,0.08208423519060526,0.3256677966890732,0.09695067293003877,0.059937340681051665,0.002267345205078955,0.22517388882660058,0.07807596769446544,0.0063053028269148825,0.02593818355928142,0.1794835619663915,0.038281889068738466,0.019959605830304258
13,0.21447286898428303,0.08938787303279738,0.0246629361071827,0.030382155235481146,0.5441391658545542,0.3666309307059243,0.027393645106958218,0.5200396787996374,0.0637517026923287,0.0618987343351039,0.028366472193413626,0.020812209501873156,0.08296319852066401,0.024086037560391755,0.019644699489665324,0.08481425427415239,1.0985921653978807e-05,0.2384821186234539,0.050219903551964346,0.007981591958999565,0.042563595822557684,0.31592877583184964,0.0167967655145201,0.018618615902514846
16,0.09851064892906784,0.08414287361199668,0.021486474683296942,0.029392064424262027,0.38958715902482505,0.11049532945719291,0.03017574743209272,0.6070891913057119,0.0602055480252148,0.06173189936582518,0.009692874953803235,0.032185987574607056,0.09988178504540063,0.022017846170017764,0.01977520164102441,0.07281802282095626,3.738100845564615e-05,0.273529290403849,0.0482962959971849,0.004964931693675099,0.013325188912089536,0.2064824420152033,0.06032803509779067,0.013486700712202287
21,0.1036321094685351,0.10843454884488725,0.022386560804769803,0.034881736005164574,0.43463958154758336,0.12741232415306886,0.03274752771675668,0.49210388311948977,0.0633767110308028,0.0617874263615349,0.009731562988328927,0.019882413291187846,0.07292791628402459,0.02167362245256701,0.02721655955343307,0.05793747029545042,8.117798947523291e-05,0.2633131407874289,0.04763212298192827,0.0054037295007009975,0.013422779081868908,0.16085780212265843,0.016590646310661736,0.027212264452721336
