ID,p_Action,p_Adventure,p_Animation,p_Biography,p_Comedy,p_Crime,p_Documentary,p_Drama,p_Family,p_Fantasy,p_Film-Noir,p_History,p_Horror,p_Music,p_Musical,p_Mystery,p_News,p_Romance,p_Sci-Fi,p_Short,p_Sport,p_Thriller,p_War,p_Western
1,0.0037930268,0.013217547,0.00017025573,0.0021196676,0.12254728,0.0015248241,0.00019429781,0.8585321,0.0008241039,0.00033748327,0.0011169235,0.0034242868,0.001081925,0.00055269117,0.004379028,0.0021269277,9.673179e-07,0.8643294,0.0017444171,0.00011792201,0.0015303632,0.41468397,0.008512624,0.0058406945
4,0.9561054,0.067240216,0.023266517,0.025023764,0.35901058,0.9919629,0.17144552,0.13129716,0.026702436,0.012541678,0.013404131,0.0071033286,0.020932004,0.011216054,0.007746049,0.034979504,0.0009768904,0.0011311527,0.010659443,0.031427458,0.004727604,0.86581624,0.07632535,0.0067188605
5,0.0065582693,0.003770997,0.0025219687,0.002630164,0.98469216,0.8199922,0.0016646808,0.45048088,0.031772476,0.0049438444,0.002526661,0.000104933904,0.0008543268,0.017982101,0.01211065,0.0018517104,7.0830456e-06,0.004376151,0.0006130043,0.004602074,0.0017546862,0.0068458137,0.00023895896,0.0016118952
6,0.017282004,0.0020245577,0.0006190912,0.1348363,0.0009619376,0.05618315,0.002628177,0.9852998,0.0006376991,0.006824007,0.02142543,0.23158896,0.024438446,0.022347871,0.0065927817,0.00852008,3.4638386e-05,0.7491308,0.021108475,0.0007874802,0.0023216775,0.08299941,0.13463914,0.0073068785
7,0.00090221793,0.013355073,0.0010843979,0.0023622226,0.9969585,0.0012050042,0.00014270103,0.00068364636,0.006359595,0.010774764,0.00025568935,0.00050780136,0.9759999,0.008915832,0.025376808,0.07874049,1.4224112e-05,0.0091118375,0.7134531,0.003324873,0.0006861132,0.00011404548,0.001121793,0.00040793695
9,0.22222844,0.0007187024,8.538769e-05,0.0006537106,0.0003205448,0.07164875,0.0017631977,0.98774207,0.00011252664,0.003896884,0.0001440078,0.0004449908,0.011357495,0.00029004083,4.165223e-05,0.0007248834,1.9576436e-07,0.0002770107,0.0006826242,0.00022228216,0.0001475972,0.4160103,0.004312366,0.00020025465
11,0.014206924,0.0006440719,0.00014348915,0.037306443,0.0051503717,0.99160224,0.0007433259,0.97330904,0.00019898856,0.000966043,0.0362029,0.0007889745,0.0021028637,0.36263242,0.007242505,0.006767042,1.5163682e-06,0.9217644,0.0020194713,0.00015269071,0.00014123213,0.15455037,5.372716e-05,0.000119773074
13,0.0014852923,2.1260541e-05,8.487265e-06,9.1312184e-05,0.003728738,0.423017,2.8733108e-05,0.99147344,5.8157235e-05,8.578441e-05,0.025007203,0.0004895313,3.6835594e-05,4.194805e-05,4.865344e-05,0.012878045,4.0054005e-08,0.0041195313,7.10444e-05,1.4323222e-05,3.721576e-05,0.90660965,0.0039582774,0.0007445698
16,0.0009346664,0.003413233,8.6469794e-05,0.0006108036,0.17491122,0.016578292,0.0008093267,0.76276505,0.00033410938,0.030824866,0.003032873,0.0014510936,0.0028501698,0.004802509,0.008186799,0.008476177,1.2152267e-06,0.99655056,0.0017329766,0.00015222667,0.00029516444,0.010864486,0.0016305939,0.0005457693
21,5.836355e-06,0.005678649,0.00015731053,2.5826217e-05,0.9908029,0.003415623,1.4292754e-05,0.9397183,0.009855327,0.0004964529,6.200442e-06,1.7791986e-05,8.106081e-05,4.400148e-05,0.0005311724,8.6495194e-05,3.754286e-09,0.00028512973,1.5834545e-05,0.00011340921,6.138913e-05,0.0001224899,2.4147774e-05,5.4298373e-05
22,0.0022994985,0.058760416,0.0016263572,0.005166714,0.001552023,0.002598921,0.00026133904,0.99028367,0.06400916,0.43912324,0.0010964382,0.003320338,0.00062776456,0.011815008,0.016894769,0.0043068025,7.960311e-07,0.9982628,0.0039987816,0.00016794859,0.0009703952,0.0003432514,0.0017318757,0.00071293535
24,0.0039977734,0.0028054402,8.489899e-05,4.6026376e-05,0.9636994,0.9961888,0.0001157987,0.00994388,0.0005073519,0.0022532512,0.0118419845,3.287274e-05,0.001747716,0.00058593747,0.0012245844,0.36517856,7.044635e-07,0.21628512,0.00094962283,4.309633e-05,9.3707014e-05,0.7839144,0.00013316429,0.0001050876
25,0.2205377,0.3908488,0.0052334494,0.005381185,0.5865519,0.5969729,0.0062089465,0.010936013,0.014981217,0.008180611,0.011656465,0.0024035457,0.0047836867,0.0036004588,0.008783807,0.25971594,0.0001236049,0.14197125,0.08285428,0.0019946832,0.018165478,0.8976686,0.0018834317,0.009581411
32,0.0006355073,0.0004524321,1.2212691e-05,7.007682e-05,0.23203759,0.25308776,1.7868146e-05,0.99602133,0.00035541353,0.0034180616,0.011507998,5.9266786e-05,0.00029882186,0.0026205522,0.0007179573,0.008900213,9.1449095e-08,0.9958937,0.00039474605,1.9587598e-05,0.00035087034,0.03324386,8.731612e-05,0.000385786
38,6.345039e-05,8.0495796e-05,0.00025159834,0.0026718152,0.73020256,0.01784421,0.00029840335,0.7013439,0.012548111,0.0021491682,0.0007221939,0.00016353393,0.00076601317,0.005181787,0.021219777,0.0020744898,4.747132e-07,0.058829814,0.00016891975,0.00052686565,0.0019475345,0.0007286914,0.00018043304,0.00043302323
40,0.0010535487,8.509133e-05,6.3258885e-06,0.023209522,0.0020347307,0.992927,1.6371538e-05,0.9998522,2.4821038e-05,7.729036e-05,0.012093468,0.00031690756,0.00020161823,0.0007904563,0.00038165302,0.00013830024,2.0573172e-08,0.08564981,0.0002021757,1.623941e-05,7.6439515e-05,0.010814123,5.1198196e-05,0.00015835436
54,0.010896467,0.010923328,0.0061232597,0.0028433152,0.7214685,0.0039136745,0.0014879672,0.00082266645,0.006521229,0.82625437,0.0006855652,0.00056866155,0.9955558,0.043344017,0.03005001,0.085694075,7.4836666e-05,0.24049743,0.32989475,0.00669009,0.0025867904,0.02307751,0.0011759296,0.00033547563
55,0.00012161828,0.0023034043,0.0005795659,0.0001444253,0.4476286,0.0019877413,0.0009780304,0.0339495,0.0023644743,0.033466846,0.00014187882,0.00012907492,0.564052,0.00025015147,0.00026211108,0.04486181,9.557201e-07,0.0007288672,8.154832e-05,0.0014004536,0.0005668949,0.046090588,0.00035015322,0.00058290304
60,0.008035779,0.09471288,0.07594577,0.0040566064,0.0025987988,0.0001876884,0.12375436,0.0038709978,0.07484044,0.6232788,8.027893e-05,0.027114762,0.053066656,0.015846916,0.0020899195,0.0051071565,1.3372488e-05,0.00012518655,0.055033203,0.011057327,0.00033680187,0.0004237712,0.0019511675,0.0016177748
64,0.054408148,0.058540415,0.005212161,0.005320181,0.1065946,0.91954803,0.012642592,0.86645854,0.015770553,0.0089136325,0.17492773,0.027645444,0.0013061495,0.014389198,0.022537546,0.02123708,0.00033449952,0.5731296,0.0026347695,0.008881272,0.021866582,0.20952833,0.011828103,0.07402872
72,0.0052016047,0.0019329047,0.008587057,0.03999211,0.0014373509,0.011743438,0.99383646,0.041430846,0.0025825754,0.0035753339,0.0015867476,0.08884088,0.0009596075,0.06291093,0.0016436527,0.0015209161,0.00012995781,0.0015460316,0.0005385246,0.020473292,0.0019482281,0.0051248227,0.01981558,0.0038585418
74,0.18404935,0.043702282,0.012410483,0.00197215,0.9808819,0.8711013,0.0014357795,3.350941e-05,0.061926536,0.08599864,0.01634833,0.0006837779,0.5714261,0.010796692,0.02501286,0.8921782,0.00021299698,0.07611799,0.053667203,0.0027976674,0.0017860127,0.8283489,0.0019254569,0.0021794299
77,0.39894953,0.008796313,8.453667e-05,2.85261e-05,0.5469016,0.7127545,2.602036e-05,0.0061541675,0.00014443467,0.0010293758,3.4470522e-05,1.3712443e-05,0.196265,0.0001260979,7.494822e-05,0.07976845,5.5672828e-08,0.00089441356,0.00032353672,3.2861957e-05,2.4441992e-05,0.99806064,8.222486e-05,3.6638703e-05
78,0.00032256747,0.017100934,0.00270929,0.00072969904,0.78400326,0.026100636,0.000101593694,0.67967176,0.08424478,0.031249113,0.0008225058,0.00046210294,0.0034598804,0.005671271,0.2814507,0.00747833,1.5020246e-06,0.98873967,0.00043690647,0.000729055,0.002417588,0.008112591,0.00020559964,0.0003683332
89,0.0011155036,0.055417266,0.00034702985,0.0002716157,0.3945635,0.015392202,7.202258e-05,0.3280489,0.036975086,0.30746433,0.0006206808,0.00038030505,0.0010090268,0.0020852976,0.5701141,0.003787501,4.381065e-07,0.9999846,0.00047110967,0.00019980874,0.00055643194,0.0006398256,0.00038418768,0.00043259663
94,0.00047754875,0.0113960765,0.0024498387,0.1563758,0.00015851283,0.45140457,0.001720792,0.9952792,0.0062814434,0.03157442,0.1679958,0.06801382,0.032625936,0.0041853073,0.012551036,0.28144303,3.7303776e-05,0.8737475,0.002442493,0.001148803,0.0055740443,0.2406881,0.003892631,0.004568451
97,0.07556411,0.061876267,0.00043557593,0.0017819564,0.0045441184,0.07352924,0.00052547763,0.035091963,0.00039355026,0.112086006,0.0009147828,0.0013218486,0.9898516,0.00059617107,0.00015734335,0.86589116,1.0019339e-05,0.0021242888,0.42635146,0.00047588043,0.00030214753,0.19531867,0.0032325075,0.00052957487
98,0.049370818,0.0610594,0.024114842,0.46924686,0.97664964,0.512134,0.0023413072,0.9972186,0.07408117,0.021778941,0.038889173,0.029165901,0.0075325905,0.23403165,0.18922544,0.0042722914,0.001336665,0.11876049,0.030453429,0.037833843,0.051529296,0.0014071647,0.020686025,0.1375782
