ID,p_Action,p_Adventure,p_Animation,p_Biography,p_Comedy,p_Crime,p_Documentary,p_Drama,p_Family,p_Fantasy,p_Film-Noir,p_History,p_Horror,p_Music,p_Musical,p_Mystery,p_News,p_Romance,p_Sci-Fi,p_Short,p_Sport,p_Thriller,p_War,p_Western
1,0.055578943,0.033596117,0.0020354716,0.0051842555,0.18300627,0.051391736,0.0016790455,0.6164921,0.006816765,0.028656611,0.008489116,0.005498156,0.051389877,0.0047824816,0.005968448,0.054909732,0.00051890186,0.15271096,0.029001448,0.0023687524,0.0054976214,0.1668582,0.011789236,0.016481025
4,0.43548337,0.040230293,0.007889458,0.0330466,0.16783224,0.5740473,0.11892058,0.23008053,0.008412453,0.014956595,0.037181996,0.025060337,0.09476744,0.02460558,0.0055695847,0.16391754,0.0028572213,0.007265471,0.055916812,0.01620719,0.022120863,0.74480003,0.038227614,0.053041965
5,0.0019209593,0.0013864817,0.0010687119,0.03806636,0.7491055,0.07025255,0.011146105,0.8870531,0.005818175,0.0053743753,0.0072222017,0.006002725,0.0027442179,0.10920287,0.01549942,0.0091344025,0.0005656174,0.21134955,0.0006623482,0.0022573888,0.046122268,0.0049318387,0.0063630794,0.011839975
6,0.0910673,0.04718953,0.0039798045,0.11075541,0.024856558,0.123353556,0.013201703,0.95824623,0.0063409223,0.028290413,0.07080278,0.10412685,0.029572243,0.042332955,0.017315675,0.072928846,0.004438809,0.33189029,0.033744574,0.008001488,0.0374184,0.28805742,0.1627789,0.07327481
7,0.004155804,0.009101532,0.010948574,0.0019129652,0.8926044,0.0038465653,0.015076698,0.032791905,0.08177139,0.12519747,0.000945925,0.00076983415,0.66619015,0.0062799524,0.008105227,0.047363896,0.00061801675,0.00743897,0.039435692,0.005868136,0.009520786,0.011198662,0.0011203357,0.004213625
9,0.025518816,0.004997815,0.00046946338,0.014575269,0.019744275,0.015702596,0.025261486,0.7439135,0.0011744463,0.003537851,0.0021672072,0.008486073,0.0155743165,0.00726835,0.000556954,0.011066331,9.07104e-05,0.001996286,0.0058951695,0.0010244333,0.0065609533,0.10776983,0.015262274,0.007805949
11,0.019006185,0.011745503,0.00488427,0.30189028,0.14645997,0.1811179,0.0796969,0.9615667,0.009765374,0.013530889,0.07006184,0.11569467,0.006968229,0.2816798,0.042822205,0.030869793,0.007000327,0.35758263,0.006390964,0.012834897,0.13626713,0.047103886,0.11453198,0.07175398
13,0.013867325,0.0009496685,6.3154774e-05,0.029524693,0.024634,0.6128314,0.0011105293,0.9946051,0.0001455687,0.000943102,0.047368463,0.008065923,0.0026860111,0.010457075,0.0011072363,0.06794598,0.00023030196,0.15765558,0.0008191711,0.00039741426,0.0049933307,0.4897127,0.014703413,0.012032334
16,0.009975995,0.014804507,0.001870433,0.0062235035,0.54564863,0.024022583,0.0009792169,0.7628233,0.007982174,0.028397854,0.005857836,0.0057881163,0.008888268,0.012701278,0.021319527,0.011906643,0.00052039325,0.76969975,0.0067926017,0.0019966036,0.008726028,0.009762363,0.010734945,0.014704076
21,0.003048723,0.003242405,0.0010145869,0.0008100673,0.98296887,0.012397783,0.0008219543,0.2224473,0.008744615,0.0075180274,0.0003391021,0.000310857,0.0011530438,0.0076776035,0.0072371885,0.0017336559,4.1881136e-05,0.23491167,0.00052391825,0.0006496428,0.004772798,0.0005348573,0.00048762723,0.0026354128
22,0.03558366,0.5676393,0.087757535,0.001773666,0.85978466,0.0005862441,0.0005405209,0.23418127,0.51173824,0.40957877,0.00068538164,0.003753443,0.006089993,0.006695181,0.07748559,0.00353534,0.00044922507,0.6474746,0.030711267,0.006108269,0.009975091,0.00041147196,0.007932243,0.0136716105
24,0.2871195,0.007032829,0.0005108916,0.00036255704,0.8633253,0.88061935,0.00050262746,0.0606224,0.0011542471,0.004510296,0.009221931,0.0002537056,0.028432246,0.0009767514,0.0012811525,0.15007171,0.000127534,0.04417059,0.007918807,0.0010168426,0.0008268806,0.6997751,0.0005703837,0.006189549
25,0.51218784,0.30874395,0.041216273,0.0062141274,0.6435924,0.23549636,0.009728476,0.07206326,0.07611541,0.14359021,0.021076314,0.010067912,0.16647899,0.008418691,0.023519412,0.160584,0.003923884,0.078985736,0.17141578,0.024998676,0.013793355,0.36482188,0.018645767,0.049431663
32,0.003418237,0.0029069409,0.0005324475,0.029289996,0.5976317,0.07882142,0.0009500097,0.980742,0.0020346795,0.0049691508,0.015314701,0.01186892,0.00044399293,0.08206636,0.03588885,0.0054780045,0.00061879895,0.96479666,0.0007646217,0.0011474037,0.023763321,0.0041583306,0.016361887,0.020093484
38,0.0005182744,0.0007820615,0.00018970818,0.023939714,0.34745356,0.015839027,0.0010663692,0.98921204,0.001328565,0.0029791978,0.003455784,0.0045867497,0.00079601957,0.039504677,0.0076056756,0.003500696,0.00013932871,0.593692,0.00028788453,0.00038509065,0.016305093,0.0016655371,0.0058532595,0.0058954237
40,0.03560114,0.0068691107,0.00073755573,0.055173106,0.22036013,0.5418131,0.0032209528,0.9775798,0.0013676976,0.0039495337,0.06372377,0.024694193,0.0014333982,0.05288552,0.0131682325,0.03224745,0.0012363307,0.68254006,0.0019808146,0.0022736336,0.020257363,0.12839411,0.0353107,0.040256925
54,0.054200698,0.39350262,0.3295043,0.0020763348,0.9801577,0.0015937467,0.01577124,0.0069513656,0.8023088,0.5196312,0.0006545874,0.0019849506,0.14305168,0.013690654,0.08220046,0.012096385,0.0016269417,0.035688136,0.1172778,0.03199403,0.026224572,0.0013664386,0.0030414865,0.013260528
55,0.006789848,0.005578296,0.001160864,0.006185265,0.09641082,0.013731628,0.006252475,0.5840187,0.0052473075,0.029212538,0.004073833,0.003335767,0.3745747,0.0044985525,0.0022262565,0.062553495,0.00036367343,0.013466053,0.021160807,0.0019589867,0.005912963,0.120509215,0.0059227003,0.007602462
60,0.11842959,0.6382969,0.38460523,0.0057984786,0.91472816,0.0017858001,0.030358182,0.016567241,0.7967769,0.48990455,0.0011826594,0.007688393,0.07038886,0.0214623,0.07854047,0.011916757,0.0023760814,0.026211498,0.12634104,0.043328647,0.042735055,0.0023988157,0.011170581,0.025591455
