ID,p_Action,p_Adventure,p_Animation,p_Biography,p_Comedy,p_Crime,p_Documentary,p_Drama,p_Family,p_Fantasy,p_Film-Noir,p_History,p_Horror,p_Music,p_Musical,p_Mystery,p_News,p_Romance,p_Sci-Fi,p_Short,p_Sport,p_Thriller,p_War,p_Western
1,0.09905092553147718,0.09416913579428199,0.005934172365910935,0.046436319747443014,0.4491621684676368,0.07600925254844296,1.3440184164417083e-06,0.48333988708300263,0.01797427567226418,0.13219097130472685,0.02279252022732595,0.022939034518301784,0.025401730105394756,0.005295552878172089,0.0342904313319073,0.05220050404534767,0.0009076932255824752,0.7339761736248751,0.01842374652681568,6.035672623417717e-05,0.000634241561193041,0.05081153258890707,0.0006878193871478439,0.0032057061357714453
4,0.13108593933311286,0.05119991173004344,0.019992285847864534,0.05915180779922127,0.31634694042992134,0.22068165911059118,0.08012726495155255,0.6458341489544276,0.036187248411865096,0.029347344638896662,0.006641334552182111,0.049214538603180785,0.10424336094458152,0.01802980692954957,0.03257381797093785,0.06216567776735112,0.0009415955547943587,0.11210004464354612,0.012743345960284,0.0031873216103779673,0.00540243819640764,0.23814692636824378,0.013317166461347127,0.003990183357109624
5,0.001057410569404495,0.0001664898542666856,1.1648232506865999e-07,0.035817418802590144,0.00244343737286269,0.9965742142814897,1.3485860656123992e-09,0.8650775464595002,1.5487705966516256e-05,0.0006730283161809171,0.6499112116695615,0.026277463081192446,1.2613856549489249e-05,0.00045335160698637507,0.03595442535044741,0.9409046538274858,0.0007690236934650257,0.014664828343263419,7.543362676319117e-05,2.27789595179004e-08,7.03081326176298e-05,0.4383909444962088,1.0348040161109325e-06,4.003589931178464e-06
6,0.03802051515635429,0.012900686545309658,9.25457034455791e-06,0.03925971705888152,0.07440459274471309,0.003265485206597257,5.956090775466943e-07,0.8180990372779501,0.0020543271073802123,0.00919751674169723,0.016491122455304284,0.0276905527574385,0.04651453377111479,0.00014425464920450032,0.03442691269585315,0.024604823005953916,0.0008511360858990724,0.05262801637791061,0.05758473797253554,9.306126258603658e-06,0.0006870530140306955,0.19262319740629918,0.016642987657006895,0.005221766875727545
7,0.005416739777497046,0.001837798153175885,3.5551848994564964e-06,0.04258364033336263,0.0727059114656357,0.002035776305834914,4.3312585100818387e-07,0.2832516101430764,0.00039207296940207,0.09076474971716766,0.0470446098177314,0.02242679505395987,0.9875910208016376,0.00013639817581129597,0.03374025802126736,0.0390006904187258,0.0008435257309013112,0.14424607715563573,0.9565666347202698,3.9018240505079385e-05,4.4687380110496563e-08,0.36413610487151254,3.5686659203439517e-07,3.5753568902392813e-05
9,0.04588662158588444,0.12366656865033308,0.006094169087688633,0.05770596861441428,0.23739106542766047,0.07782552631425073,0.0018719741210307486,0.6163378617035661,0.09782852239115708,0.08035802978606198,0.01606320636847718,0.055221028135164024,0.018497888482977322,0.022029821263504484,0.033400398420116634,0.03905497583299792,0.0009137889193458951,0.15393144337571746,0.012109574729341899,0.0036310877113959503,0.009191476603210572,0.0636279134521624,0.008990446957680311,0.008356816411177087
11,0.0760401639282249,0.006756125775342343,0.0011961403619305795,0.045416290094655504,0.08434190239913383,0.25781822854874337,0.48113115854630917,0.27984860185414456,0.010557907409545278,0.008687298850798187,0.0011812373799565345,0.03896052728740188,0.0006070095632230699,0.7161239399376659,0.03557145739245511,0.0028446284140332145,0.0008767124416604641,0.34076453436999593,0.0042941178852086825,0.00027598210942946064,0.05222603365266836,0.04011967300404522,2.270410460300908e-07,7.40825908885572e-06
13,0.18886510052450697,0.0023014067265597947,0.000822583805513965,0.050095979738175776,0.3525820964178994,0.8285536996218613,7.001577968012053e-05,0.5825140214904634,0.013731899245771298,0.013446796903663627,0.014562735456597586,0.03199051768459144,0.0003534171367003406,0.0008708220916987376,0.03344864209638545,0.02797728172693262,0.0008816547696325191,0.20069249056182814,0.0077488912586152195,0.0010116421826310137,0.00031294230590649813,0.40492878153929296,2.0200991635712058e-05,4.201280002689747e-06
16,0.024315943530538932,0.012689739762010939,0.0016473378398159507,0.05528785923932116,0.44275579931348397,0.043087004492446096,0.0658747313250428,0.7188003701981012,0.02091946580687701,0.030273031257354022,0.012445225287065034,0.03350047016241365,0.1383920261132487,0.007052180604182411,0.03371797630972731,0.13488574358628205,0.0009139029587934928,0.3854427521599416,0.020115098858686606,0.001336874736523527,0.003028119908488113,0.09221510485750682,0.0024441560683696566,0.00041527410752359895
21,0.04692875349301632,0.08648841428037071,0.002970530113182484,0.051489639134641906,0.8287874907818769,0.1420754182298428,0.0014121722753303847,0.48196190899012403,0.06567550409552161,0.045367067612076845,0.006314661427309124,0.02532658684867119,0.004644623441091146,0.02460656962025394,0.032962086057752006,0.013988446826204329,0.0009226552693398488,0.3495563811538876,0.010443201730716169,0.0003758859624157524,0.0002523386518569484,0.015835998570063507,0.0007408151816630976,0.00021596809704727647
22,0.007990963935576781,0.25451862143563103,0.000782533938615128,0.03546898109253638,0.7623642117829544,0.0010329224485315272,5.560613240155649e-10,0.5305718303136159,0.007869079464529262,0.5505465468918901,0.00025879331383184067,0.009608957426472652,0.49282041183866065,0.0001273689392750448,0.037833902206252094,0.0175513213826996,0.0008368659911837382,0.40107646946399395,0.005191350604794386,8.139067265532296e-11,3.610921810572211e-10,0.11220030387460157,2.665221880929989e-06,9.771316525140278e-07
24,0.18406012833438004,0.0019027280747553265,9.927831631091703e-05,0.036065073630727085,0.18825233097654148,0.427556160623631,2.5117506910602707e-09,0.429010037645858,0.00040579518503456317,0.004637473677441906,0.01521466011875044,0.00999520601014179,0.2849112736345378,5.16545941706251e-05,0.03466338240666669,0.11795689840002241,0.0008705010002762406,0.5237655916237132,0.02204771003667055,1.3418295319666224e-06,2.0308717441935142e-07,0.5058068905940025,1.1550426831924226e-05,1.4189117669535607e-06
25,0.21797282118570077,0.16870221889792542,0.00011096236665694302,0.05208902619693103,0.1282564931673317,0.16411148687982036,5.007700426555732e-07,0.5812818839494682,0.008860387738599146,0.016877714846718805,0.003708319856130978,0.03402154733135165,0.0013917383351030495,0.001394341493334941,0.03201149520274138,0.02981614206221855,0.0008938811725057034,0.10146494334207791,0.006064928511831496,2.7383794513679384e-05,0.00018796267287847303,0.18377643740896987,3.393752105344934e-05,0.9999642257168626
32,0.0344708199905673,0.007484876002159758,0.0006686281017687316,0.03852684323388425,0.653242940689761,0.07030310935662451,1.2963380526770665e-09,0.6364585583021286,0.03184223778394037,0.01954347311373448,0.07198262134995836,0.018670022305690884,0.0005820766049253422,0.0012753028875967165,0.03619221725483261,0.054745785112166725,0.0008855712906324367,0.8528367615955574,0.008570529419009628,3.0799518055874804e-05,0.00014347387953102364,0.051020462999366294,0.011937832906520594,0.015365374436578021
38,0.024637989702482977,0.0021576137599370678,0.00029597712866769754,0.04059248474145056,0.6804101698043066,0.009535536553539854,1.2318233308379967e-06,0.8356115557919315,0.06616300887399536,0.003666776030567048,0.0006060794469183585,0.014070384817785978,0.04378416190843339,0.000408135340152718,0.0385771088539986,0.020623939655425753,0.0008684758263665826,0.7141414752726016,0.0006866446984676647,1.4293101163053806e-07,3.777224030213391e-05,0.03575336006089257,0.00010785650652674274,4.8206820979004064e-05
40,0.27325249639276256,0.05401915424410907,0.0007924875571669737,0.052745388475923465,0.6076363247155834,0.5418757856592705,0.0005721460904744747,0.5919477079705884,0.02434114134246481,0.022203470612324794,0.025215471541332427,0.033915861116040294,0.0019402342215220462,0.0031382533558995313,0.03344696309352644,0.04306258994742788,0.000921099135844592,0.1098362238305606,0.010665342655170149,0.001290222557085108,0.001535353251158375,0.24769085492078946,0.004754088007084875,0.0007514953843011355
