ID,p_Action,p_Adventure,p_Animation,p_Biography,p_Comedy,p_Crime,p_Documentary,p_Drama,p_Family,p_Fantasy,p_Film-Noir,p_History,p_Horror,p_Music,p_Musical,p_Mystery,p_News,p_Romance,p_Sci-Fi,p_Short,p_Sport,p_Thriller,p_War,p_Western
1,0.1048471244575789,0.07234358822070454,0.00025361579422029457,0.04642941631087447,0.4082752426235003,0.06286737817659994,1.524375339087604e-07,0.4540933729872237,0.010791860252213516,0.09193570356439883,0.016983330132336424,0.022869158952277913,0.026516942366247735,0.004013876347718561,0.06056475097125118,0.05076888545518934,0.0009076885389270677,0.7972487308835577,0.004750132092277481,7.806560759442564e-05,3.4638799173254885e-05,0.05386213236788622,0.00047076743955562516,1.2291206469397695e-05
4,0.13016555664584645,0.03716915819136896,0.002905472874033808,0.05915200547303357,0.3082688076530319,0.25283975490422606,0.036410665090735754,0.6917181373824309,0.025775884957122214,0.017477056274101076,0.005837068535034445,0.049166931666508214,0.10091690195754696,0.01647896556762061,0.031010044435986976,0.06005428574777665,0.0009415933632322714,0.10274357936269711,0.0042533756641784815,0.0033611957190650453,0.0007100632609911572,0.2666566912853515,0.011710997608188157,4.4070023368352504e-05
5,0.0003666801110944894,2.9163318701864705e-05,1.7877909040250727e-11,0.03584484290902388,0.0012734631079669026,0.9960787092493744,3.412114981893699e-11,0.9025446234381262,2.1645774387812673e-06,0.00012181459280165104,0.6999282476273104,0.02654595190471221,2.6698731323000806e-05,9.734362956980888e-05,0.0025265960841544845,0.9555440138901657,0.0007690143520350564,0.013722860092122124,5.711713812773254e-06,6.048903802777833e-08,2.9061371065054014e-06,0.8005131432840158,2.455844775929569e-06,4.226249052327108e-12
6,0.032522877656938516,0.013954047339066782,1.3006400612293536e-08,0.039260577238769204,0.048110975890066604,0.0038515330867683146,5.373607288672031e-08,0.8844924672115586,0.0014560491402062527,0.00435058347217775,0.014103312810198151,0.02773469558882537,0.06015734269406274,0.00010143769171401659,0.004687972937641192,0.021370389084852125,0.0008511288217191617,0.0513715409939806,0.03652812507582131,1.3599926625997505e-05,7.816497088330376e-05,0.1943580434612538,0.001698405917017146,0.00021272073333514875
7,0.0014048862595612078,0.000845574929019084,1.7358070275137654e-08,0.04255923124293278,0.08548379817873669,0.0036186501441794762,3.223853345174301e-08,0.1375239798625333,0.00038188046456566775,0.06257492979676693,0.04767609022122354,0.022297674226732206,0.9909956225602132,7.300936708445e-05,0.001426688808759512,0.036083230921477444,0.0008435122201342197,0.09708707939360241,0.9884269022211025,5.019805706484742e-05,1.9447800661843847e-10,0.31435652225569316,9.447877532518005e-08,5.325772576379425e-09
9,0.030818869063926394,0.09032600027657849,0.0003823987847635727,0.0577296263466813,0.2017664014977288,0.06806557475661404,0.0006395792290524883,0.6994231572811977,0.08840187084486532,0.05989102107571484,0.012873824666275454,0.055355724402104615,0.024155174760345188,0.014055601224810636,0.022911000258199258,0.03555519454693123,0.0009137845020825915,0.14189154828593675,0.004570161636199129,0.0033915973521344554,0.0018872001404749653,0.0627733554553422,0.00613526494792278,0.00021556253617294757
11,0.053392154029137134,0.0018234488287981535,1.195032926432165e-05,0.045455615930411135,0.09719008542955383,0.241404847747487,0.3141793552113577,0.207202601516376,0.0032282145738019054,0.002672907556136871,0.00076325696197442,0.03903630522429899,0.001043014854162076,0.7795903952385771,0.12467882849992158,0.0017614068906424282,0.0008767898991464117,0.32061458555202954,0.0014041145699675555,0.00020632893159588153,0.007938874274785358,0.02714311788611813,1.2336719843666428e-07,1.2863742044750511e-09
13,0.16478925728388727,0.0011775143517115862,3.065222910465561e-05,0.050093235391724535,0.3546540212185673,0.7389556842887304,4.597103769330667e-06,0.7454457826913532,0.012138304873469268,0.005863732302268532,0.01156514749685415,0.03195644887801406,0.0007122780075774046,0.0006584675097759431,0.00718370685225032,0.02731321463515707,0.0008816460639452186,0.19353437103987162,0.0014819019974009427,0.0008172008219586403,1.2481643761097513e-05,0.4928701429546777,1.801572061552503e-05,5.6106094811212074e-09
16,0.01688607578971959,0.007648850039486005,3.780933366339952e-05,0.055284385369358334,0.46630889225214345,0.0433818503142,0.032978683302925575,0.7388536539161723,0.012572104030091959,0.020630906399496718,0.010474515699035056,0.03349132687661916,0.10714840187963641,0.004985358879377573,0.01271781047598626,0.140399982961562,0.0009139000509266271,0.39724445741809356,0.007475088071221543,0.0018793221730970728,0.0006792970572370936,0.09663130504631158,0.000959905293833867,1.466658391786483e-06
21,0.039667108774712294,0.056028586619301116,6.250485759255941e-05,0.05148095455009613,0.8803738104900217,0.14001407393774182,0.0002786556785009375,0.4637152284799744,0.046357492165056545,0.02846924100591872,0.00436793101061151,0.025362765732933713,0.0074270064588291855,0.026179177400047274,0.03328301770286341,0.013369812776343326,0.0009226501075988259,0.35677346256445625,0.005380982901042111,0.00044214436680055987,2.4068705015197173e-05,0.014617801046126706,0.0005289192280977126,3.295191523249805e-07
22,0.0033068156003523553,0.5093939857863351,5.56455330450144e-06,0.03544048807138395,0.7265585828740688,0.001208635614575037,3.551237458235563e-12,0.5361572985022333,0.0030097291509977066,0.7765248514618548,0.0001495358138351916,0.00954374720683625,0.15997638860778848,4.992617199464263e-05,0.007089437057242349,0.011509837131247307,0.0008368461475655936,0.5927296616052112,0.0005805320444267714,2.363208239197533e-10,3.985748347872206e-12,0.035245405398956695,1.4359720366198175e-06,6.317961036646022e-11
24,0.19261354760747756,0.0006436530843351238,1.9019833274264853e-07,0.036059462629769244,0.2060853346509952,0.3784873574008629,3.7000987157905344e-11,0.37272170820908207,0.00010584503263845196,0.0012782453767673618,0.010137332646809697,0.009982999266444657,0.2175678839941865,2.8573512254745423e-05,0.013546409638507506,0.11916638178143804,0.0008704981901876802,0.553192277346611,0.0122075194387843,2.504968973632798e-06,8.188212192576969e-10,0.629137213865721,1.0803896546324466e-05,3.372110397195402e-11
25,0.207766784708086,0.2649088147179395,6.792496686366179e-07,0.05207614988323085,0.15402443111345854,0.20087226453028678,2.2430662394282272e-08,0.45771177046220274,0.004892716378546445,0.009769719960140555,0.002268838534039249,0.03394379767375794,0.0032480593881904544,0.001342062824123447,0.009293540084200984,0.02046923629825427,0.0008938754989182283,0.07631195187247208,0.0015507607230472087,5.4138561053831665e-05,1.1281747250985569e-05,0.21965876345897006,1.833371294218102e-05,0.9999999935776365
32,0.020612853221490278,0.0028528980994898447,7.659748817558386e-06,0.03851932448526491,0.7616337410607328,0.06553184356838429,1.0079796412890478e-10,0.7335886910783835,0.01744558107657875,0.00601664062913098,0.06197420753600088,0.0186458475446579,0.0008162507271911928,0.001332507589637493,0.2108428907150304,0.04370381150536466,0.0008855665905233104,0.8699795343038738,0.0030102001110548266,3.5998723720556604e-05,1.0477294557057719e-05,0.03859135025757762,0.008082267462950665,0.00031958871599513416
38,0.01652977166335574,0.0006715925945972291,1.2772865737560376e-06,0.04059024354569054,0.6371526244324622,0.009297325354462989,5.6920176940181444e-08,0.9019883793986763,0.044622062955663,0.0010344903510742687,0.000415893761930071,0.014061653063699922,0.037936525445438005,0.00018732048402715455,0.03473809751186946,0.013811310424146492,0.0008684734459096232,0.7348772109148403,7.12842769629832e-05,4.5417822486154953e-07,2.2219077637869175e-06,0.028102913204148688,3.4017162994477436e-05,7.236057296136931e-08
40,0.2666228962511925,0.038361729072117365,1.4367370421533504e-05,0.0527363761178853,0.537940156581392,0.6069622030388145,0.00018229828799153013,0.6282221212173997,0.014852016108849696,0.010911929828198188,0.02094360824959739,0.03394642102815123,0.0036706474963089882,0.002610511418825244,0.028118686059407125,0.03670067826226807,0.0009210938861330349,0.11560165049074186,0.0036418755784809152,0.001582306071744027,0.0002814391741304248,0.21121992227077865,0.00589374663029334,5.900558549899213e-06
54,0.06445338294447288,0.4306937359468376,0.5024382965694231,0.052518196783092747,0.9190865697470161,0.020375378810799982,2.3186084073121765e-07,0.10085438000787011,0.8472659664920151,0.052482028695627896,0.004275483972112379,0.03254703321572723,0.16148449309315865,0.15818934210999305,0.10353410900358337,0.10108379644870795,0.0009127206743356106,0.1999914681255566,0.08608011402607314,7.202922523954125e-05,4.120716900360178e-05,0.02270179657008161,0.004417033569078047,8.280245565993105e-06
55,0.024029602610796313,0.25322127836725894,0.00024269971685194914,0.052366349769065665,0.07889350406944055,0.013321679067482346,8.851844163551722e-07,0.834627259985715,0.06930638841748425,0.05893709810217332,0.0028322836808260705,0.06848379637563816,0.5832159863947585,0.017244889327084307,0.010413564434586676,0.31499370851065867,0.000890307171923615,0.14841275699627124,0.00012923118723087452,5.1769310853242966e-05,1.0673330021669868e-06,0.11942730847677255,0.008248123053853413,4.214868292362815e-09
60,0.05684371334566637,0.10001892108706596,0.00015006344444631352,0.04128927523099313,0.780278414705794,0.004009964904754357,9.613742168588274e-05,0.05235339346501995,0.196936497917751,0.10073439912410188,0.0007152205211223068,0.009770150321795908,0.18332975930166392,0.0021014322568818616,0.0246282288882363,0.008479060161485284,0.0008857982122660392,0.20472048023553702,0.09956138015562199,0.002887040992663705,3.596129279865033e-06,0.058795990528673014,5.602434847134798e-07,6.871785405898594e-08
64,3.572437533677473e-05,2.438494480572838e-05,6.066001761309268e-13,0.037023923063956625,0.7625051305928677,0.00028996103218548473,2.2311164177300124e-12,0.2855361949704869,2.628853324952992e-05,0.0009907567869397293,0.0035014301054562182,0.029296237466350013,0.0009469101876032784,1.896621530240944e-05,0.017778559897730452,0.01744584436440902,0.0008110712348581582,0.9934225758047125,5.145582415792473e-05,1.398407335776211e-07,6.046166806620131e-12,7.720941431568396e-05,3.6857747121764545e-07,1.6508829349214004e-10
72,0.01901355999620695,0.0165113754792947,1.689839702715071e-05,0.058185321047534204,0.05798218096037846,0.14818136174145485,0.9955191501299847,0.4199665514681387,0.025270310973055852,0.014516871790412715,0.006476872068959138,0.045364868449760835,0.029192317211402495,0.008758826073872385,0.012319202165078764,0.013890557241418394,0.0009152251803265474,0.13486116935241693,0.00046678802707641933,0.00021138929670997956,0.01422618027303203,0.008341016217647691,0.00010209405239476371,2.6875890462640055e-08
74,0.007966723593474466,0.0011231942543238169,2.509177370754497e-10,0.02979952224012973,0.7591765699798382,0.03986935725134721,2.1979140833868128e-13,0.6969971201227669,0.0001847985846424375,6.092906362463886e-05,0.0006023547117490963,0.006287572841206325,0.025412513657425397,1.5478863679804056e-05,0.011440775783711533,0.010985267949774818,0.0008302006584197212,0.45324668691107245,0.00010721318005461227,2.6927224074302985e-07,6.404400116161566e-09,0.041397890782443825,0.0011788697129698341,4.97891734564484e-13
77,0.16706289332444152,0.015939111481294066,0.009678904686467732,0.05402451880243576,0.290419437603402,0.47538395008485707,0.00031316479860839865,0.7030610197059914,0.06180682570494252,0.03610746416606737,0.004583863399217942,0.03997143452785938,0.17628950550293876,0.007456653424820455,0.005974694807337464,0.10820698086928998,0.0009289429800814343,0.06304961250363911,0.10517818356355685,0.00063828842693205,9.043453720709857e-05,0.7034793655525158,0.0005478923700431074,1.7511461539804208e-06
78,0.02154026924641286,0.000592684194263022,2.9193334393881483e-09,0.029262276067192398,0.5899033006973148,0.04179422178306999,1.3069814147556448e-14,0.843805970753647,0.0044881033707113525,0.019888444959553837,0.001382896611048022,0.003682422387783808,8.965051123190555e-06,4.829073576329454e-06,0.0004930074690455698,0.008214795900681004,0.0007606699453857474,0.18659544593675606,7.879102451565307e-08,1.8134228936131597e-08,3.277860335636708e-08,0.015299813833870092,3.722638810992289e-11,2.5452126742102966e-16
89,0.06260761875741656,0.21550916672788942,6.561318016158752e-09,0.04563306216808782,0.024589721439628048,0.0015060259164733666,1.1177629166454415e-10,0.8417874690040659,0.002408251525673396,0.1502528177071844,0.0052469768501464805,0.050392386867850136,2.441141380355589e-06,9.433341973870483e-05,0.3517829551228674,0.0016495027489389902,0.00082062445763975,0.996263245891325,7.906464168314753e-06,2.4455130161505917e-07,0.0004140363685389281,0.0015434375316773082,6.402031049167468e-05,1.120586626217741e-05
94,0.0013583500784880387,0.004979142501802271,2.6477259125948403e-10,0.047639020411785624,0.2448544376331929,0.0006065817451180353,2.0679995932446137e-08,0.9103896380712757,0.0006367837322349105,0.013224036548823002,0.019720383309457204,0.031924532609360325,0.006926448071479697,0.0011695998308991235,0.03562996809640605,0.0705125363430629,0.0008629793133530227,0.9818100528738293,0.0004372280093445338,2.1895129419001973e-05,1.07397823575634e-05,0.007027430108564852,0.00017190790925677106,8.13919996375736e-08
97,0.05617153031758565,0.04019810294205062,2.5213112790778105e-05,0.037713956458042826,0.04802013821133228,0.003781189567585302,4.97046181820682e-10,0.14516457930710955,0.041236865134334125,0.9948633271318926,0.004638971051627382,0.012496979089632185,0.9876311070376108,0.0003015797527234162,0.0054189811919760815,0.5646304971888488,0.0008629968296690649,0.01166011151506467,0.000290623273936985,4.957696134790254e-06,1.4397077093756202e-08,0.3214993662612198,0.00030133281425916776,1.2883700279508792e-10
98,0.015107231204856656,0.007115136411556461,1.3529464285123946e-05,0.05239502925899892,0.9432088206290654,0.071747362018168,3.6366288821734755e-05,0.45811249386210956,0.054439598085790075,0.13183851772761299,0.003765450421888791,0.0358004021167958,0.0028425710592666345,0.02047832213342723,0.01390917617857219,0.018218228439780857,0.0008963608851053163,0.40112278990077127,0.004284186750375023,0.000548417201433758,0.006985360887099491,0.0009968535783862309,0.0005538146980854282,3.1238346046739214e-08
105,0.18319597138895946,0.00010856482296145544,3.760704711615105e-08,0.04157946941535575,0.5960561792439463,0.8476842087330158,1.030615889601699e-06,0.8795912330472493,4.680110474641892e-06,0.005151756896625868,0.7028487193439331,0.02985332539475991,4.803141594512306e-05,0.00011117146415287766,0.0023209292629192044,0.00025091852492462925,0.0008572454674847588,0.009815162940000795,1.8377054323171057e-05,4.701140069362129e-05,0.011197365376761085,0.27895852464290544,0.0001047605464459278,1.7181930436511874e-11
115,0.101449958851366,0.04283212733983524,0.0008669939564369874,0.056176011632282974,0.4662992773185619,0.03124009565807237,0.001130776638694629,0.43406796224901883,0.05740589643773393,0.15612010865742393,0.01357932376155496,0.027504781939938373,0.3344952620810941,0.022933340774268254,0.025587139919152225,0.10056256686555476,0.0009238895508330349,0.25494864538795187,0.02001396433363839,0.0013692350809773423,0.0004391900999566933,0.08899161826324394,0.0006643119833568793,1.1292454745501202e-05
116,0.02849696744522596,0.7010975402907348,2.6169273120384255e-06,0.05082249315092082,0.07975318240770043,0.03458191023539892,0.00023318943774304013,0.25888744995436347,0.005797533204104858,0.008910015100058564,0.0011966456292437056,0.05749494987120439,0.22164476562160157,0.02480554027683756,0.008745224973058477,0.025738650217665214,0.0008883402952788049,0.1643114479840364,0.10456015846836397,5.628159443132249e-05,9.376130194141873e-11,0.7342237283056366,0.0002680545092237896,0.0009717215477239133
117,0.5244089490266959,0.05932716531757912,8.274426098598529e-07,0.041873595408943164,0.6818866443120994,0.1330188455521546,0.00010850990567529443,0.016240723669393147,0.006452171473597976,0.04597716353674103,0.0010313053464189126,0.007852092167605166,0.6261907628851678,0.0007747786212873997,0.004590269355413869,0.07400565509812031,0.0008971919057877048,0.04412521463753713,0.9905271808614531,6.135690409660418e-05,5.801074983258404e-07,0.33558179614877937,1.4398125979348528e-07,2.4274119725813994e-08
125,0.10572991739382574,0.02529990252460913,2.0229485988899062e-05,0.053645939590684345,0.7216129848644283,0.4038613155363318,2.3888758966992883e-05,0.211513522072758,0.03445195288430729,0.02639246341212923,0.0260778984338606,0.028342615477147306,0.04225178444118611,0.0029602627415173718,0.05564587699262204,0.053156896294822314,0.0009230536392772062,0.26146879502221976,0.010502076360940379,0.03542677510447999,0.00010869905983257298,0.30305663875474076,0.003979056475466814,0.0022548594810885485
126,0.6804960895759234,0.12579036637013546,4.765271228312944e-05,0.05215176316022292,0.3015566164875246,0.44427948083749685,4.4175275988536776e-05,0.3621517511138204,0.02341328545351768,0.018085271749973424,0.00518568161586355,0.02992539910332698,0.02918229277218142,0.004318602735167426,0.0207270311539372,0.016079789321401954,0.0009210509466406523,0.09569002678982609,0.06488567406098446,0.0002994379990336318,2.9358923063450194e-06,0.4609911401046559,0.002601359698188289,0.0009386991358124373
